id,kostat_category_5_code,kostat_category_5_name,pdeck_category_2_code,pdeck_category_2_name
1249,10213,수산동물 냉동품 제조업,0704,식품 및 음료
1250,10219,기타 수산동물 가공 및 저장 처리업,0704,식품 및 음료
1251,10220,수산식물 가공 및 저장 처리업,0704,식품 및 음료
1252,10301,김치류 제조업,0704,식품 및 음료
1253,10302,과실 및 그 외 채소 절임식품 제조업,0704,식품 및 음료
1254,10309,기타 과실ㆍ채소 가공 및 저장 처리업,0704,식품 및 음료
1255,10401,동물성 유지 제조업,0704,식품 및 음료
1256,10402,식물성 유지 제조업,0704,식품 및 음료
1257,10403,식용 정제유 및 가공유 제조업,0704,식품 및 음료
1258,10501,액상 시유 및 기타 낙농제품 제조업,0704,식품 및 음료
1259,10502,아이스크림 및 기타 식용 빙과류 제조업,0704,식품 및 음료
1260,10611,곡물 도정업,0704,식품 및 음료
1261,10612,곡물 제분업,0704,식품 및 음료
1262,10613,곡물 혼합 분말 및 반죽 제조업,0704,식품 및 음료
1263,10619,기타 곡물 가공품 제조업,0704,식품 및 음료
1264,10620,전분제품 및 당류 제조업,0704,식품 및 음료
1265,10711,떡류 제조업,0704,식품 및 음료
1266,10712,빵류 제조업,0704,식품 및 음료
1267,10713,과자류 및 코코아 제품 제조업,0704,식품 및 음료
1268,10720,설탕 제조업,0704,식품 및 음료
1269,10730,면류마카로니 및 유사 식품 제조업,0704,식품 및 음료
1270,10741,식초발효 및 화학 조미료 제조업,0704,식품 및 음료
1271,10742,천연 및 혼합 조제 조미료 제조업,0704,식품 및 음료
1272,10743,장류 제조업,0704,식품 및 음료
1273,10749,기타 식품 첨가물 제조업,0704,식품 및 음료
1274,10751,도시락류 제조업,0704,식품 및 음료
1275,10759,기타 식사용 가공처리 조리식품 제조업,0704,식품 및 음료
1276,10791,커피 가공업,0704,식품 및 음료
1277,10792,차류 가공업,0704,식품 및 음료
1278,10793,수프 및 균질화식품 제조업,0704,식품 및 음료
1279,10794,두부 및 유사 식품 제조업,0704,식품 및 음료
1280,10795,인삼식품 제조업,0704,식품 및 음료
1281,10796,건강 보조용 액화식품 제조업,0704,식품 및 음료
1282,10797,건강 기능식품 제조업,0704,식품 및 음료
1283,10799,그 외 기타 식료품 제조업,0704,식품 및 음료
1284,10801,배합 사료 제조업,0603,농업/애그테크
1285,10802,단미사료 및 기타 사료 제조업,0603,농업/애그테크
1286,11111,탁주 및 약주 제조업,0704,식품 및 음료
1287,11112,맥아 및 맥주 제조업,0704,식품 및 음료
1288,11119,기타 발효주 제조업,0704,식품 및 음료
1289,11121,주정 제조업,0704,식품 및 음료
1290,11122,소주 제조업,0704,식품 및 음료
1291,11129,기타 증류주 및 합성주 제조업,0704,식품 및 음료
1292,11201,얼음 제조업,9901,화학물질/제품
1293,11202,생수 생산업,0704,식품 및 음료
1294,11209,기타 비알코올 음료 제조업,0704,식품 및 음료
1295,12000,담배제품 제조업,0799,기타
1296,13101,면 방적업,9901,화학물질/제품
1297,13102,모 방적업,9901,화학물질/제품
1298,13103,화학섬유 방적업,9901,화학물질/제품
1299,13104,연사 및 가공사 제조업,9901,화학물질/제품
1300,13109,기타 방적업,9901,화학물질/제품
1301,13211,면직물 직조업,0703,소비재
1302,13212,모직물 직조업,0703,소비재
1303,13213,화학섬유직물 직조업,0703,소비재
1304,13219,특수직물 및 기타 직물 직조업,0703,소비재
1305,13221,침구 및 관련제품 제조업,0703,소비재
1306,13222,자수제품 및 자수용 재료 제조업,0703,소비재
1307,13223,커튼 및 유사 제품 제조업,0703,소비재
1308,13224,천막텐트 및 유사 제품 제조업,0703,소비재
1309,13225,직물포대 제조업,0703,소비재
1310,13229,기타 직물제품 제조업,0703,소비재
1311,13300,편조 원단 제조업,9901,화학물질/제품
1312,13401,솜 및 실 염색 가공업,9901,화학물질/제품
1313,13402,"직물, 편조 원단 및 의복류 염색 가공업",9901,화학물질/제품
1314,13403,날염 가공업,9901,화학물질/제품
1315,13409,섬유제품 기타 정리 및 마무리 가공업,9901,화학물질/제품
1316,13910,"카펫, 마루덮개 및 유사 제품 제조업",0703,소비재
1317,13921,끈 및 로프 제조업,0799,기타
1318,13922,어망 및 기타 끈 가공품 제조업,0799,기타
1319,13991,세폭직물 제조업,0703,소비재
1320,13992,부직포 및 펠트 제조업,0703,소비재
1321,13993,특수사 및 코드직물 제조업,0703,소비재
1322,13994,표면처리 및 적층 직물 제조업,9901,화학물질/제품
1323,13999,그 외 기타 분류 안된 섬유제품 제조업,0703,소비재
1324,14111,남자용 겉옷 제조업,0703,소비재
1325,14112,여자용 겉옷 제조업,0703,소비재
1326,14120,속옷 및 잠옷 제조업,0703,소비재
1327,14130,한복 제조업,0703,소비재
1328,14191,셔츠 및 블라우스 제조업,0703,소비재
1329,14192,근무복작복 및 유사 의복 제조업,0703,소비재
1330,14193,가죽의복 제조업,0703,소비재
1331,14194,유아용 의복 제조업,0703,소비재
1332,14199,그 외 기타 봉제의복 제조업,0703,소비재
1333,14200,모피제품 제조업,0703,소비재
1334,14300,편조의복 제조업,0703,소비재
1335,14411,스타킹 및 기타양말 제조업,0703,소비재
1336,14419,기타 편조 의복 액세서리 제조업,0703,소비재
1337,14491,모자 제조업,0703,소비재
1338,14499,그 외 기타 의복 액세서리 제조업,0703,소비재
1339,15110,모피 및 가죽 제조업,0703,소비재
1340,15121,핸드백 및 지갑 제조업,0703,소비재
1341,15129,가방 및 기타 보호용 케이스 제조업,0703,소비재
1342,15190,기타 가죽제품 제조업,0703,소비재
1343,15211,구두류 제조업,0703,소비재
1344,15219,기타 신발 제조업,0703,소비재
1345,15220,신발 부분품 제조업,0703,소비재
1346,16101,일반 제재업,9901,화학물질/제품
1347,16102,표면 가공목재 및 특정 목적용 제재목 제조업,9901,화학물질/제품
1348,16103,목재 보존방부처리도장 및 유사 처리업,9901,화학물질/제품
1349,16211,박판합판 및 유사 적층판 제조업,9901,화학물질/제품
1350,16212,강화 및 재생 목재 제조업,9901,화학물질/제품
1351,16221,목재 문 및 관련제품 제조업,9901,화학물질/제품
1352,16229,기타 건축용 나무제품 제조업,9901,화학물질/제품
1353,16231,목재 깔판류 및 기타 적재판 제조업,9901,화학물질/제품
1354,16232,목재 포장용 상자드럼 및 유사 용기 제조업,0799,기타
1355,16291,목재 도구 및 주방용 나무제품 제조업,0703,소비재
1356,16292,장식용 목제품 제조업,0703,소비재
1357,16299,그 외 기타 나무제품 제조업,0703,소비재
1358,16300,코르크 및 조물 제품 제조업,9901,화학물질/제품
1359,17110,펄프 제조업,9901,화학물질/제품
1360,17121,신문용지 제조업,9901,화학물질/제품
1361,17122,인쇄용 및 필기용 원지 제조업,9901,화학물질/제품
1362,17123,크라프트지 및 상자용 판지 제조업,9901,화학물질/제품
1363,17124,적층합성 및 특수 표면처리 종이 제조업,9901,화학물질/제품
1364,17125,위생용 원지 제조업,9901,화학물질/제품
1365,17129,기타 종이 및 판지 제조업,9901,화학물질/제품
1366,17211,골판지 제조업,9901,화학물질/제품
1367,17212,골판지 상자 및 가공제품 제조업,9901,화학물질/제품
1368,17221,종이 포대 및 가방 제조업,9901,화학물질/제품
1369,17222,판지 상자 및 용기 제조업,9901,화학물질/제품
1370,17223,식품 위생용 종이 상자 및 용기 제조업,9901,화학물질/제품
1371,17229,기타 종이 상자 및 용기 제조업,9901,화학물질/제품
1372,17901,문구용 종이제품 제조업,0703,소비재
1373,17902,위생용 종이제품 제조업,0703,소비재
1374,17903,벽지 및 장판지 제조업,9901,화학물질/제품
1375,17909,그 외 기타 종이 및 판지 제품 제조업,9901,화학물질/제품
1376,18111,경 인쇄업,0799,기타
1377,18112,스크린 인쇄업,0799,기타
1378,18113,오프셋 인쇄업,0799,기타
1379,18119,기타 인쇄업,0799,기타
1380,18121,제판 및 조판업,0799,기타
1381,18122,제책업,0799,기타
1382,18129,기타 인쇄관련 산업,0799,기타
1383,18200,기록매체 복제업,0802,디지털미디어
1384,19101,코크스 및 관련제품 제조업,9901,화학물질/제품
1385,19102,연탄 및 기타 석탄 가공품 제조업,0602,석유/가스/광업
1386,19210,원유 정제처리업,0602,석유/가스/광업
1387,19221,윤활유 및 그리스 제조업,0602,석유/가스/광업
1388,19229,기타 석유 정제물 재처리업,0602,석유/가스/광업
1389,20111,석유화학계 기초 화학 물질 제조업,9901,화학물질/제품
1390,20112,천연수지 및 나무 화학 물질 제조업,9901,화학물질/제품
1391,20119,석탄화학계 화합물 및 기타 기초 유기화학 물질 제조업,9901,화학물질/제품
1392,20121,산업용 가스 제조업,9901,화학물질/제품
1393,20129,기타 기초 무기화학 물질 제조업,9901,화학물질/제품
1394,20131,무기 안료용 금속 산화물 및 관련 제품 제조업,9901,화학물질/제품
1395,20132,염료조제 무기 안료유연제 및 기타 착색제 제조업,9901,화학물질/제품
1396,20201,합성고무 제조업,9901,화학물질/제품
1397,20202,합성수지 및 기타 플라스틱 물질 제조업,9901,화학물질/제품
1398,20203,혼성 및 재생 플라스틱 소재 물질 제조업,0605,환경기술
1399,20311,질소 화합물질소ㆍ인산 및 칼리질 화학비료 제조업,9901,화학물질/제품
1400,20312,복합비료 및 기타 화학비료 제조업,9901,화학물질/제품
1401,20313,유기질 비료 및 상토 제조업,9901,화학물질/제품
1402,20321,화학 살균ㆍ살충제 및 농업용 약제 제조업,9901,화학물질/제품
1403,20322,생물 살균ㆍ살충제 및 식물보호제 제조업,9901,화학물질/제품
1404,20411,일반용 도료 및 관련제품 제조업,9901,화학물질/제품
1405,20412,요업용 도포제 및 관련제품 제조업,9901,화학물질/제품
1406,20413,인쇄 잉크 및 회화용 물감 제조업,9901,화학물질/제품
1407,20421,계면활성제 제조업,9901,화학물질/제품
1408,20422,"치약, 비누 및 기타 세제 제조업",0703,소비재
1409,20423,화장품 제조업,0705,미용 및 개인관리
1410,20424,표면 광택제 및 실내 가향제 제조업,0703,소비재
1411,20491,감광 재료 및 관련 화학제품 제조업,9901,화학물질/제품
1412,20492,가공 및 정제염 제조업,9901,화학물질/제품
1413,20493,접착제 및 젤라틴 제조업,9901,화학물질/제품
1414,20494,화약 및 불꽃제품 제조업,9901,화학물질/제품
1415,20495,바이오 연료 및 혼합물 제조업,0601,신에너지/재생에너지
1416,20499,그 외 기타 분류 안된 화학제품 제조업,9901,화학물질/제품
1417,20501,합성섬유 제조업,9901,화학물질/제품
1418,20502,재생 섬유 제조업,9901,화학물질/제품
1419,21101,의약용 화합물 및 항생물질 제조업,0903,제약
1420,21102,생물학적 제제 제조업,0903,제약
1421,21210,완제 의약품 제조업,0903,제약
1422,21220,한의약품 제조업,0903,제약
1423,21230,동물용 의약품 제조업,0903,제약
1424,21300,의료용품 및 기타 의약 관련제품 제조업,0902,의료기기
1425,22111,타이어 및 튜브 제조업,0402,운송장비/부품
1426,22112,타이어 재생업,0402,운송장비/부품
1427,22191,고무 패킹류 제조업,0302,전자기기 및 구성요소
1428,22192,산업용 그 외 비경화 고무제품 제조업,0302,산업장비
1429,22193,고무 의류 및 기타 위생용 비경화 고무제품 제조업,0302,산업장비
1430,22199,그 외 기타 고무제품 제조업,0302,산업장비
1431,22211,"플라스틱 선, 봉, 관 및 호스 제조업",9901,화학물질/제품
1432,22212,플라스틱 필름 제조업,9901,화학물질/제품
1433,22213,플라스틱 시트 및 판 제조업,9901,화학물질/제품
1434,22214,플라스틱 합성피혁 제조업,9901,화학물질/제품
1435,22221,벽 및 바닥 피복용 플라스틱 제품 제조업,9901,화학물질/제품
1436,22222,설치용 및 위생용 플라스틱제품 제조업,9901,화학물질/제품
1437,22223,플라스틱 창호 제조업,9901,화학물질/제품
1438,22229,기타 건축용 플라스틱 조립제품 제조업,9901,화학물질/제품
1439,22231,"플라스틱 포대, 봉투 및 유사제품 제조업",9901,화학물질/제품
1440,22232,포장용 플라스틱 성형용기 제조업,9901,화학물질/제품
1441,22241,운송장비 조립용 플라스틱제품 제조업,0402,운송장비/부품
1442,22249,기타 기계ㆍ장비 조립용 플라스틱제품 제조업,0302,전자기기 및 구성요소
1443,22251,폴리스티렌 발포 성형제품 제조업,9901,화학물질/제품
1444,22259,기타 플라스틱 발포 성형제품 제조업,9901,화학물질/제품
1445,22291,플라스틱 접착처리 제품 제조업,9901,화학물질/제품
1446,22292,"플라스틱 적층, 도포 및 기타 표면처리 제품 제조업",9901,화학물질/제품
1447,22299,그 외 기타 플라스틱 제품 제조업,9901,화학물질/제품
1448,23111,판유리 제조업,9902,금속/ 비금속
1449,23112,안전유리 제조업,9902,금속/ 비금속
1450,23119,기타 판유리 가공품 제조업,9902,금속/ 비금속
1451,23121,1차 유리제품유리섬유 및 광학용 유리 제조업,9902,금속/ 비금속
1452,23122,디스플레이 장치용 유리 제조업,0103,반도체
1453,23129,기타 산업용 유리제품 제조업,9902,금속/ 비금속
1454,23191,가정용 유리제품 제조업,9902,금속/ 비금속
1455,23192,포장용 유리용기 제조업,9902,금속/ 비금속
1456,23199,그 외 기타 유리제품 제조업,9902,금속/ 비금속
1457,23211,정형 내화 요업제품 제조업,9902,금속/ 비금속
1458,23212,부정형 내화 요제품 제조업,9902,금속/ 비금속
1459,23221,가정용 및 장식용 도자기 제조업,9902,금속/ 비금속
1460,23222,위생용 및 산업용 도자기 제조업,9902,금속/ 비금속
1461,23229,기타 일반 도자기 제조업,9902,금속/ 비금속
1462,23231,점토 벽돌블록 및 유사 비내화 요제품 제조업,9902,금속/ 비금속
1463,23232,타일 및 유사 비내화 요업제품 제조업,9902,금속/ 비금속
1464,23239,기타 건축용 비내화 요업제품 제조업,9902,금속/ 비금속
1465,23311,시멘트 제조업,9902,금속/ 비금속
1466,23312,석회 및 플라스터 제조업,9902,금속/ 비금속
1467,23321,비내화 모르타르 제조업,9902,금속/ 비금속
1468,23322,레미콘 제조업,9902,금속/ 비금속
1469,23323,플라스터 혼합제품 제조업,9902,금속/ 비금속
1470,23324,"콘크리트 타일, 기와, 벽돌 및 블록 제조업",9902,금속/ 비금속
1471,23325,콘크리트 관 및 기타 구조용 콘크리트제품 제조업,9902,금속/ 비금속
1472,23329,그 외 기타 콘크리트 제품 및 유사 제품 제조업,9902,금속/ 비금속
1473,23911,건설용 석제품 제조업,9902,금속/ 비금속
1474,23919,기타 석제품 제조업,9902,금속/ 비금속
1475,23991,아스팔트 콘크리트 및 혼합제품 제조업,9902,금속/ 비금속
1476,23992,연마재 제조업,9902,금속/ 비금속
1477,23993,비금속광물 분쇄물 생산업,9902,금속/ 비금속
1478,23994,암면 및 유사 제품 제조업,9902,금속/ 비금속
1479,23995,탄소섬유 제조업,9901,화학물질/제품
1480,23999,그 외 기타 분류 안된 비금속 광물제품 제조업,9902,금속/ 비금속
1481,24111,제철업,9902,금속/ 비금속
1482,24112,제강업,9902,금속/ 비금속
1483,24113,합금철 제조업,9902,금속/ 비금속
1484,24119,기타 제철 및 제강업,9902,금속/ 비금속
1485,24121,열간 압연 및 압출제품 제조업,9902,금속/ 비금속
1486,24122,냉간 압연 및 압출 제품 제조업,9902,금속/ 비금속
1487,24123,철강선 제조업,9902,금속/ 비금속
1488,24131,주철관 제조업,9902,금속/ 비금속
1489,24132,강관 제조업,9902,금속/ 비금속
1490,24133,강관 가공품 및 관 연결구류 제조업,9902,금속/ 비금속
1491,24191,도금착색 및 기타 표면 처리 강재 제조업,9902,금속/ 비금속
1492,24199,그 외 기타 1차 철강 제조업,9902,금속/ 비금속
1493,24211,동 제련정련 및 합금 제조업,9902,금속/ 비금속
1494,24212,알루미늄 제련정련 및 합금 제조업,9902,금속/ 비금속
1495,24213,연 및 아연 제련정련 및 합금 제조업,9902,금속/ 비금속
1496,24219,기타 비철금속 제련정련 및 합금 제조업,9902,금속/ 비금속
1497,24221,동 압연압출 및 연신제품 제조업,9902,금속/ 비금속
1498,24222,알루미늄 압연압출 및 연신제품 제조업,9902,금속/ 비금속
1499,24229,기타 비철금속 압연압출 및 연신제품 제조업,9902,금속/ 비금속
1500,24290,기타 1차 비철금속 제조업,9902,금속/ 비금속
1501,24311,선철 주물 주조업,9902,금속/ 비금속
1502,24312,강 주물 주조업,9902,금속/ 비금속
1503,24321,알루미늄 주물 주조업,9902,금속/ 비금속
1504,24322,동 주물 주조업,9902,금속/ 비금속
1505,24329,기타 비철금속 주조업,9902,금속/ 비금속
1506,25111,금속 문창셔터 및 관련제품 제조업,9902,금속/ 비금속
1507,25112,구조용 금속 판제품 및 공작물 제조업,9902,금속/ 비금속
1508,25113,육상 금속 골조 구조재 제조업,9902,금속/ 비금속
1509,25114,수상 금속 골조 구조재 제조업,9902,금속/ 비금속
1510,25119,기타 구조용 금속제품 제조업,9902,금속/ 비금속
1511,25121,산업용 난방보일러 및 방열기 제조업,0303,산업 장비
1512,25122,금속 탱크 및 저장 용기 제조업,9902,금속/ 비금속
1513,25123,압축 및 액화 가스 용기 제조업,9902,금속/ 비금속
1514,25130,핵반응기 및 증기보일러 제조업,0601,신에너지/재생에너지
1515,25200,무기 및 총포탄 제조업,9902,금속/ 비금속
1516,25911,분말 야금제품 제조업,9902,금속/ 비금속
1517,25912,금속 단조제품 제조업,9902,금속/ 비금속
1518,25913,자동차용 금속 압형제품 제조업,0402,운송장비/부품
1519,25914,그 외 금속 압형제품 제조업,9902,금속/ 비금속
1520,25921,금속 열처리업,9902,금속/ 비금속
1521,25922,도금업,9902,금속/ 비금속
1522,25923,도장 및 기타 피막 처리업,9902,금속/ 비금속
1523,25924,절삭 가공 및 유사 처리업,9902,금속/ 비금속
1524,25929,그 외 기타 금속 가공업,9902,금속/ 비금속
1525,25931,날붙이 제조업,0301,일반기계/정밀기계
1526,25932,일반 철물 제조업,0301,일반기계/정밀기계
1527,25933,비동력식 수공구 제조업,0301,일반기계/정밀기계
1528,25934,톱 및 호환성 공구 제조업,0301,일반기계/정밀기계
1529,25941,볼트 및 너트류 제조업,0301,일반기계/정밀기계
1530,25942,그 외 금속 파스너 및 나사제품 제조업,0301,일반기계/정밀기계
1531,25943,금속 스프링 제조업,0302,전자기기 및 구성요소
1532,25944,금속선 가공제품 제조업,9902,금속/ 비금속
1533,25991,금속 캔 및 기타 포장용기 제조업,0799,기타
1534,25992,수동식 식품 가공 기기 및 금속 주방용기 제조업,0301,일반기계/정밀기계
1535,25993,금속 위생용품 제조업,0703,소비재
1536,25994,금속 표시판 제조업,0799,기타
1537,25995,피복 및 충전 용접봉 제조업,9902,금속/ 비금속
1538,25999,그 외 기타 분류 안된 금속 가공제품 제조업,9902,금속/ 비금속
1539,26111,메모리용 전자집적회로 제조업,0103,반도체
1540,26112,비메모리용 및 기타 전자집적회로 제조업,0103,반도체
1541,26121,발광 다이오드 제조업,0103,반도체
1542,26129,기타 반도체 소자 제조업,0103,반도체
1543,26211,액정 표시장치 제조업,0202,반도체 및 전자부품
1544,26212,유기 발광 표시장치 제조업,0202,반도체 및 전자부품
1545,26219,기타 표시장치 제조업,0202,반도체 및 전자부품
1546,26221,인쇄회로기판용 적층판 제조업,0202,반도체 및 전자부품
1547,26222,경성 인쇄회로기판 제조업,0202,반도체 및 전자부품
1548,26223,연성 및 기타 인쇄회로기판 제조업,0202,반도체 및 전자부품
1549,26224,전자 부품 실장기판 제조업,0202,반도체 및 전자부품
1550,26291,전자 축전기 제조업,0202,반도체 및 전자부품
1551,26292,전자 저항기 제조업,0202,반도체 및 전자부품
1552,26293,전자카드 제조업,0202,반도체 및 전자부품
1553,26294,전자코일변성기 및 기타 전자 유도자 제조업,0202,반도체 및 전자부품
1554,26295,전자 감지장치 제조업,0203,드론 및 로보틱스
1555,26299,그 외 기타 전자 부품 제조업,0202,반도체 및 전자부품
1556,26310,컴퓨터 제조업,0201,컴퓨터 및 주변기기
1557,26321,기억 장치 제조업,0201,컴퓨터 및 주변기기
1558,26322,컴퓨터 모니터 제조업,0201,컴퓨터 및 주변기기
1559,26323,컴퓨터 프린터 제조업,0201,컴퓨터 및 주변기기
1560,26329,기타 주변 기기 제조업,0201,컴퓨터 및 주변기기
1561,26410,유선 통신장비 제조업,0107,모바일 및 통신
1562,26421,방송장비 제조업,0107,모바일 및 통신
1563,26422,이동 전화기 제조업,0107,모바일 및 통신
1564,26429,기타 무선 통신장비 제조업,0107,모바일 및 통신
1565,26511,텔레비전 제조업,0302,전자기기 및 구성요소
1566,26519,비디오 및 기타 영상 기기 제조업,0302,전자기기 및 구성요소
1567,26521,라디오녹음 및 재생 기기 제조업,0302,전자기기 및 구성요소
1568,26529,기타 음향기기 제조업,0302,전자기기 및 구성요소
1569,26600,마그네틱 및 광학 매체 제조업,0201,컴퓨터 및 주변기기
1570,27111,방사선 장치 제조업,0902,의료기기
1571,27112,전기식 진단 및 요법 기기 제조업,0902,의료기기
1572,27191,치과용 기기 제조업,0902,의료기기
1573,27192,정형 외과용 및 신체 보정용 기기 제조업,0902,의료기기
1574,27193,안경 및 안경렌즈 제조업,0902,의료기기
1575,27194,의료용 가구 제조업,0902,의료기기
1576,27199,그 외 기타 의료용 기기 제조업,0902,의료기기
1577,27211,레이더항행용 무선 기기 및 측량 기구 제조업,0301,일반기계/정밀기계
1578,27212,전자기 측정시험 및 분석 기구 제조업,0301,일반기계/정밀기계
1579,27213,물질 검사측정 및 분석 기구 제조업,0301,일반기계/정밀기계
1580,27214,속도계 및 적산계기 제조업,0301,일반기계/정밀기계
1581,27215,기기용 자동 측정 및 제어장치 제조업,0301,일반기계/정밀기계
1582,27216,산업 처리공정 제어장비 제조업,0302,전자기기 및 구성요소
1583,27219,기타 측정시험항해제어 및 정밀 기기 제조업,0301,일반기계/정밀기계
1584,27301,광학 렌즈 및 광학 요소 제조업,0301,일반기계/정밀기계
1585,27302,사진기영사기 및 관련 장비 제조업,0301,일반기계/정밀기계
1586,27309,기타 광학 기기 제조업,0301,일반기계/정밀기계
1587,27400,시계 및 시계 부품 제조업,0703,소비재
1588,28111,전동기 및 발전기 제조업,0601,신에너지/재생에너지
1589,28112,변압기 제조업,0601,신에너지/재생에너지
1590,28113,방전 램프용 안정기 제조업,0302,전자기기 및 구성요소
1591,28114,에너지 저장장치 제조업,0604,에너지저장/에너지효율성
1592,28119,기타 전기 변환장치 제조업,0302,전자기기 및 구성요소
1593,28121,전기회로 개폐보호 장치 제조업,0302,전자기기 및 구성요소
1594,28122,전기회로 접속장치 제조업,0302,전자기기 및 구성요소
1595,28123,배전반 및 전기 자동제어반 제조업,0302,전자기기 및 구성요소
1596,28201,일차전지 제조업,0604,에너지저장/에너지효율성
1597,28202,축전지 제조업,0604,에너지저장/에너지효율성
1598,28301,광섬유 케이블 제조업,0107,모바일 및 통신
1599,28302,기타 절연선 및 케이블 제조업,0302,전자기기 및 구성요소
1600,28303,절연 코드세트 및 기타 도체 제조업,0302,전자기기 및 구성요소
1601,28410,전구 및 램프 제조업,0302,전자기기 및 구성요소
1602,28421,운송장비용 조명장치 제조업,0402,운송장비/부품
1603,28422,일반용 전기 조명장치 제조업,0302,전자기기 및 구성요소
1604,28423,전시 및 광고용 조명장치 제조업,0302,전자기기 및 구성요소
1605,28429,기타 조명장치 제조업,0302,전자기기 및 구성요소
1606,28511,주방용 전기 기기 제조업,0302,전자기기 및 구성요소
1607,28512,가정용 전기 난방기기 제조업,0302,전자기기 및 구성요소
1608,28519,기타 가정용 전기 기기 제조업,0302,전자기기 및 구성요소
1609,28520,가정용 비전기식 조리 및 난방 기구 제조업,0302,전자기기 및 구성요소
1610,28901,전기 경보 및 신호장치 제조업,0302,전자기기 및 구성요소
1611,28902,전기용 탄소제품 및 절연제품 제조업,0302,전자기기 및 구성요소
1612,28903,교통 신호장치 제조업,0405,물류 소프트웨어 및 공급망 관리
1613,28909,그 외 기타 전기장비 제조업,0302,전자기기 및 구성요소
1614,29111,내연기관 제조업,0402,운송장비/부품
1615,29119,기타 기관 및 터빈 제조업,0302,전자기기 및 구성요소
1616,29120,유압 기기 제조업,0301,일반기계/정밀기계
1617,29131,액체 펌프 제조업,0301,일반기계/정밀기계
1618,29132,기체 펌프 및 압축기 제조업,0301,일반기계/정밀기계
1619,29133,"탭, 밸브 및 유사 장치 제조업",0301,일반기계/정밀기계
1620,29141,구름베어링 제조업,0301,일반기계/정밀기계
1621,29142,기어 및 동력전달장치 제조업,0301,일반기계/정밀기계
1622,29150,"산업용 오븐, 노 및 노용 버너 제조업",0303,산업 장비
1623,29161,산업용 트럭 및 적재기 제조업,0405,물류 소프트웨어 및 공급망 관리
1624,29162,승강기 제조업,0301,일반기계/정밀기계
1625,29163,컨베이어 장치 제조업,0303,산업 장비
1626,29169,기타 물품 취급장비 제조업,0303,산업 장비
1627,29171,산업용 냉장 및 냉동장비 제조업,0302,전자기기 및 구성요소
1628,29172,공기 조화장치 제조업,0302,전자기기 및 구성요소
1629,29173,산업용 송풍기 및 배기장치 제조업,0303,산업 장비
1630,29174,기체 여과기 제조업,0303,산업 장비
1631,29175,액체 여과기 제조업,0303,산업 장비
1632,29176,증류기열 교환기 및 가스 발생기 제조업,0303,산업 장비
1633,29180,사무용 기계 및 장비 제조업,0301,일반기계/정밀기계
1634,29191,일반 저울 제조업,0301,일반기계/정밀기계
1635,29192,용기 세척포장 및 충전기 제조업,0303,산업 장비
1636,29193,분사기 및 소화기 제조업,0303,산업 장비
1637,29194,동력식 수지 공구 제조업,0301,일반기계/정밀기계
1638,29199,그 외 기타 일반 목적용 기계 제조업,0301,일반기계/정밀기계
1639,29210,농업 및 임업용 기계 제조업,0603,농업/애그테크
1640,29221,전자 응용 절삭기계 제조업,0301,일반기계/정밀기계
1641,29222,디지털 적층 성형기계 제조업,0301,일반기계/정밀기계
1642,29223,금속 절삭기계 제조업,0301,일반기계/정밀기계
1643,29224,금속 성형기계 제조업,0301,일반기계/정밀기계
1644,29229,기타 가공 공작기계 제조업,0301,일반기계/정밀기계
1645,29230,금속 주조 및 기타 야금용 기계 제조업,9902,금속/ 비금속
1646,29241,건설 및 채광용 기계장비 제조업,0303,산업 장비
1647,29242,광물 처리 및 취급장비 제조업,0303,산업 장비
1648,29250,음ㆍ식료품 및 담배 가공기계 제조업,0303,산업 장비
1649,29261,"산업용 섬유 세척, 염색, 정리 및 가공 기계 제조업",0303,산업 장비
1650,29269,기타 섬유의복 및 가죽 가공기계 제조업,0303,산업 장비
1651,29271,반도체 제조용 기계 제조업,0103,반도체
1652,29272,디스플레이 제조용 기계 제조업,0103,반도체
1653,29280,산업용 로봇 제조업,0203,드론 및 로보틱스
1654,29291,펄프 및 종이 가공용 기계 제조업,0303,산업 장비
1655,29292,고무화학섬유 및 플라스틱 성형기 제조업,0303,산업 장비
1656,29293,인쇄 및 제책용 기계 제조업,0303,산업 장비
1657,29294,주형 및 금형 제조업,0303,산업 장비
1658,29299,그 외 기타 특수 목적용 기계 제조업,0303,산업 장비
1659,30110,자동차용 엔진 제조업,0402,운송장비/부품
1660,30121,승용차 및 기타 여객용 자동차 제조업,0402,운송장비/부품
1661,30122,화물 자동차 및 특수 목적용 자동차 제조업,0402,운송장비/부품
1662,30201,차체 및 특장차 제조업,0402,운송장비/부품
1663,30202,자동차 구조 및 장치 변경업,0402,운송장비/부품
1664,30203,트레일러 및 세미 트레일러 제조업,0402,운송장비/부품
1665,30310,자동차용 신품 부품 제조업,0402,운송장비/부품
1666,30320,자동차 차체용 신품 부품 제조업,0402,운송장비/부품
1667,30331,자동차용 신품 동력 전달장치 제조업,0402,운송장비/부품
1668,30332,자동차용 신품 전기장치 제조업,0402,운송장비/부품
1669,30391,자동차용 신품 조향장치 및 현가장치 제조업,0402,운송장비/부품
1670,30392,자동차용 신품 제동장치 제조업,0402,운송장비/부품
1671,30393,자동차용 신품 의자 제조업,0402,운송장비/부품
1672,30399,그 외 자동차용 신품 부품 제조업,0402,운송장비/부품
1673,30400,자동차 재제조 부품 제조업,0402,운송장비/부품
1674,31111,강선 건조업,9902,금속/ 비금속
